id;name;tot_objects;tot_area;avrg_density;densities_stdev;slices_count;ideal_count
997;root;651.0;12318085.909893356;5.2849119965720065e-05;4.3458792082811555e-05;33;30
184;Frontal pole, cerebral cortex;0;0;0;0;0;0
68;Frontal pole, layer 1;0;0;0;0;0;0
667;Frontal pole, layer 2/3;0;0;0;0;0;0
526157192;Frontal pole, layer 5;0;0;0;0;0;0
526157196;Frontal pole, layer 6a;47.0;195360.54606164357;0.00024058081812061347;0.00014203400639161535;2;5
526322264;Frontal pole, layer 6b;0;0;0;0;0;1
985;Primary motor area;0;0;0;0;0;0
320;Primary motor area, Layer 1;352.0;6728617.239127574;5.231386888127404e-05;7.047812160270803e-05;20;31
943;Primary motor area, Layer 2/3;3238.0;19575763.006362285;0.0001654086228438515;0.0001710442948379266;20;32
648;Primary motor area, Layer 5;2402.0;18280636.366450027;0.00013139586346175167;0.00016052732238579893;22;33
844;Primary motor area, Layer 6a;2555.0;20111971.7586769;0.00012703876231815497;0.00011074105463492285;22;32
882;Primary motor area, Layer 6b;56.0;1395829.0871050025;4.0119525031639746e-05;0.00012866726919277984;22;27
993;Secondary motor area;0;0;0;0;0;0
656;Secondary motor area, layer 1;457.0;6313389.048563147;7.238584482671915e-05;0.00013059392826738456;19;31
962;Secondary motor area, layer 2/3;2944.0;10923533.68829629;0.00026950985679242837;0.00015614637602579795;19;32
767;Secondary motor area, layer 5;3906.0;14457689.799354326;0.0002701676446381109;0.0001839860078439458;21;33
1021;Secondary motor area, layer 6a;3009.0;11721636.974472051;0.00025670475945920745;0.0001700322506554575;23;35
1085;Secondary motor area, layer 6b;51.0;496561.2182912918;0.00010270636957009091;0.00015374845649506185;21;31
353;Primary somatosensory area, nose;0;0;0;0;0;0
558;Primary somatosensory area, nose, layer 1;159.0;2386441.126606493;6.662640792907269e-05;3.8612656568611994e-05;11;12
838;Primary somatosensory area, nose, layer 2/3;565.0;3484209.2535001882;0.0001621601800845942;8.077795024730279e-05;10;12
654;Primary somatosensory area, nose, layer 4;1253.0;2871290.360665129;0.00043638916396798857;0.0002386331289504379;10;12
702;Primary somatosensory area, nose, layer 5;543.0;3153557.566578292;0.00017218648733568923;8.079119687454491e-05;11;12
889;Primary somatosensory area, nose, layer 6a;872.0;4937459.58712153;0.0001766090404617091;7.521818195015665e-05;10;12
929;Primary somatosensory area, nose, layer 6b;18.0;356761.29547817825;5.0453903571221316e-05;0.00016990799068780768;10;10
329;Primary somatosensory area, barrel field;0;0;0;0;0;0
981;Primary somatosensory area, barrel field, layer 1;728.0;5921750.528909618;0.00012293662092753641;6.847381357620667e-05;15;23
201;Primary somatosensory area, barrel field, layer 2/3;4190.0;10117810.065949403;0.00041412123499936766;8.38353503446751e-05;14;22
1047;Primary somatosensory area, barrel field, layer 4;6538.0;8066905.508740853;0.0008104718708947049;0.00023134516586317144;14;21
1070;Primary somatosensory area, barrel field, layer 5;2354.0;7349939.332482012;0.0003202747524182726;7.22442320781307e-05;14;20
1038;Primary somatosensory area, barrel field, layer 6a;1662.0;7845457.280971318;0.0002118423363327821;7.707896449424948e-05;13;19
1062;Primary somatosensory area, barrel field, layer 6b;43.0;819535.6883915305;5.246873395397137e-05;5.6328976560776973e-05;11;18
337;Primary somatosensory area, lower limb;0;0;0;0;0;0
1030;Primary somatosensory area, lower limb, layer 1;98.0;1580411.12962274;6.200918113212325e-05;3.900469884474732e-05;11;16
113;Primary somatosensory area, lower limb, layer 2/3;1036.0;3316902.021748961;0.0003123396450081845;0.00013327593977771003;12;15
1094;Primary somatosensory area, lower limb, layer 4;925.0;1722707.5931933192;0.000536945447767698;0.000177258413978227;11;15
1128;Primary somatosensory area, lower limb, layer 5;823.0;3597767.884908405;0.00022875294525037226;5.315225715802203e-05;12;15
478;Primary somatosensory area, lower limb, layer 6a;646.0;3727380.401967341;0.00017331206647409425;0.00010883586076626386;11;15
510;Primary somatosensory area, lower limb, layer 6b;10.0;392750.1905330848;2.5461477145120854e-05;4.179549479510641e-05;11;13
345;Primary somatosensory area, mouth;0;0;0;0;0;0
878;Primary somatosensory area, mouth, layer 1;115.0;4962475.4012442725;2.31739183978958e-05;0.0001219161263131117;12;18
657;Primary somatosensory area, mouth, layer 2/3;984.0;9168051.690440303;0.00010732923779498702;9.239941594820373e-05;12;18
950;Primary somatosensory area, mouth, layer 4;1089.0;5810477.612293988;0.00018742004920488124;0.00010565210709852949;14;17
974;Primary somatosensory area, mouth, layer 5;501.0;7881403.878074909;6.356735522636012e-05;2.8344848569603797e-05;15;18
1102;Primary somatosensory area, mouth, layer 6a;949.0;9082957.473837366;0.00010448138755834851;0.0001434322544922219;14;16
2;Primary somatosensory area, mouth, layer 6b;26.0;644498.936469123;4.0341416453595064e-05;4.644204021919165e-05;10;14
369;Primary somatosensory area, upper limb;0;0;0;0;0;0
450;Primary somatosensory area, upper limb, layer 1;262.0;2681740.5498610926;9.769774336058383e-05;7.187953738610719e-05;17;24
854;Primary somatosensory area, upper limb, layer 2/3;1846.0;5317058.177333124;0.0003471844652498984;0.0001350015027649655;17;25
577;Primary somatosensory area, upper limb, layer 4;1467.0;2977901.1803941308;0.0004926288386123813;0.00021097926946857015;17;23
625;Primary somatosensory area, upper limb, layer 5;933.0;4671626.606189034;0.00019971630411641826;0.00010778473155564707;17;24
945;Primary somatosensory area, upper limb, layer 6a;1109.0;5597815.053883448;0.00019811301183139988;0.00010798113262495518;17;23
1026;Primary somatosensory area, upper limb, layer 6b;15.0;437625.83517327305;3.427585575257667e-05;3.931869185710623e-05;17;21
361;Primary somatosensory area, trunk;0;0;0;0;0;0
1006;Primary somatosensory area, trunk, layer 1;82.0;1585414.281363712;5.172149700169648e-05;2.3329705530325707e-05;9;9
670;Primary somatosensory area, trunk, layer 2/3;913.0;3103672.3596404083;0.00029416764858059317;5.763485094363848e-05;8;11
1086;Primary somatosensory area, trunk, layer 4;494.0;993836.9402150228;0.0004970634316461613;0.00011907719403582294;8;10
1111;Primary somatosensory area, trunk, layer 5;824.0;2278180.36475447;0.00036169217009681596;0.00017776213605036448;9;11
9;Primary somatosensory area, trunk, layer 6a;338.0;1378292.0749358817;0.00024523104075435085;0.00032005328611225866;9;10
461;Primary somatosensory area, trunk, layer 6b;12.0;191989.9518059022;6.250327106770539e-05;0.0002538067936627403;8;8
182305689;Primary somatosensory area, unassigned;0;0;0;0;0;0
182305693;Primary somatosensory area, unassigned, layer 1;115.0;979759.6533200262;0.00011737572537337041;6.587445147209183e-05;14;20
182305697;Primary somatosensory area, unassigned, layer 2/3;615.0;1868179.423906993;0.0003291975021937816;0.00013532810458891627;15;20
182305701;Primary somatosensory area, unassigned, layer 4;658.0;1118572.454117799;0.0005882497799563235;0.00029410999329596243;15;19
182305705;Primary somatosensory area, unassigned, layer 5;423.0;1562395.6951273032;0.00027073807315216274;0.00011647109037800407;14;19
182305709;Primary somatosensory area, unassigned, layer 6a;369.0;1776723.8826931426;0.00020768561935503057;0.0001179739822930896;14;19
182305713;Primary somatosensory area, unassigned, layer 6b;9.0;150305.2707964168;5.9878139684071254e-05;0.00010954097784965795;12;17
378;Supplemental somatosensory area;0;0;0;0;0;0
873;Supplemental somatosensory area, layer 1;695.0;7628098.665650335;9.111051527553199e-05;9.496063719155994e-05;22;37
806;Supplemental somatosensory area, layer 2/3;3214.0;13233352.20947875;0.0002428711900902845;0.00017960336816671263;22;36
1035;Supplemental somatosensory area, layer 4;2144.0;7384452.186090672;0.0002903397497837999;0.0003008239907781347;22;35
1090;Supplemental somatosensory area, layer 5;2166.0;14208215.93556236;0.00015244700740918673;0.00010523720287781083;23;36
862;Supplemental somatosensory area, layer 6a;2368.0;13216478.840541555;0.00017917026377223553;0.00018096417797212546;23;34
893;Supplemental somatosensory area, layer 6b;86.0;1289825.5347072997;6.667568418043142e-05;7.128240903721337e-05;22;32
1057;Gustatory areas;0;0;0;0;0;0
36;Gustatory areas, layer 1;38.0;895230.6767521275;4.2447160253559414e-05;4.874918652535078e-05;13;22
180;Gustatory areas, layer 2/3;204.0;1897185.5775309142;0.00010752769914343072;5.868255266243696e-05;14;22
148;Gustatory areas, layer 4;71.0;693522.9932165047;0.00010237584145654296;0.00011860490296636863;14;21
187;Gustatory areas, layer 5;397.0;3903778.5798152373;0.00010169634160418743;0.00027262368263617317;19;21
638;Gustatory areas, layer 6a;566.0;2648891.791404205;0.0002136742625111;0.00011935846073368318;17;19
662;Gustatory areas, layer 6b;10.0;229363.93079077898;4.359883424356636e-05;5.315004261928983e-05;13;17
677;Visceral area;0;0;0;0;0;0
