id;name;tot_objects;tot_area;avrg_density;densities_stdev;slices_count;ideal_count
184;Frontal pole, cerebral cortex;0;0;0;0;0;0
985;Primary motor area;14378.0;42197488.18583883;0.0003407311813603434;0.00022576936708482826;0;0
993;Secondary motor area;8328.0;24623467.542331256;0.0003382139410577726;0.00024711138107247273;0;0
353;Primary somatosensory area, nose;6016.0;17361066.2384158;0.0003465224956453459;0.0001490721975138436;0;0
329;Primary somatosensory area, barrel field;9489.0;23264706.263553347;0.00040787104262156684;0.00013786427059066068;0;0
337;Primary somatosensory area, lower limb;3601.0;10833806.933547521;0.0003323854691234428;0.00018908750345606953;0;0
345;Primary somatosensory area, mouth;14917.0;42439454.050887756;0.00035148897019536383;0.00021341165661066302;0;0
369;Primary somatosensory area, upper limb;9499.0;25049639.527227387;0.00037920705364543;0.00018131920552795147;0;0
361;Primary somatosensory area, trunk;2118.0;5145791.257704837;0.00041159850719336906;0.00018193571253314619;0;0
182305689;Primary somatosensory area, unassigned;3019.0;6708359.732578626;0.0004500354960600073;0.00019091261166114703;0;0
378;Supplemental somatosensory area;14269.0;44745719.64094945;0.0003188908372576848;0.00017182505088196578;0;0
1057;Gustatory areas;1911.0;6479843.248342039;0.00029491454141100665;0.00021536475726000064;0;0
677;Visceral area;2735.0;9934037.928948745;0.00027531604162995453;0.00017880188384229747;0;0
1011;Dorsal auditory area;1505.0;4434103.769525366;0.0003394146998416092;0.00014733242437280734;0;0
1002;Primary auditory area;2457.0;9390097.685372513;0.0002616586197849047;9.457717861427879e-05;0;0
1027;Posterior auditory area;384.0;1637125.235636935;0.00023455749849864241;0.00012385502099317858;0;0
1018;Ventral auditory area;1214.0;5407739.640369462;0.00022449305638484073;0.0001035086223053216;0;0
402;Anterolateral visual area;976.0;3622141.5482353927;0.0002694538540260748;0.00014839304144694427;0;0
394;Anteromedial visual area;606.0;1996188.8581633437;0.00030357849034262684;0.00017158400307125879;0;0
409;Lateral visual area;0;0;0;0;0;0
385;Primary visual area;2075.0;8414154.857767003;0.0002466082494410705;9.308306584746233e-05;0;0
425;Posterolateral visual area;0;0;0;0;0;0
533;posteromedial visual area;1653.0;5476774.222958318;0.00030182000073523577;6.769659202543404e-05;0;0
312782574;Laterointermediate area;0;0;0;0;0;0
312782628;Postrhinal area;0;0;0;0;0;0
39;Anterior cingulate area, dorsal part;4304.0;12672850.882459717;0.0003396236600524587;0.0002524879766278334;0;0
48;Anterior cingulate area, ventral part;4228.0;12106101.336741608;0.00034924538316626866;0.0002543209289477925;0;0
972;Prelimbic area;0;0;0;0;0;0
