id;name;tot_objects;tot_area;avrg_density;densities_stdev;slices_count;ideal_count
997;root;565.0;10758702.884446857;5.251562442687984e-05;0.00014620106466242103;28;30
184;Frontal pole, cerebral cortex;0;0;0;0;0;0
68;Frontal pole, layer 1;0;0;0;0;0;0
667;Frontal pole, layer 2/3;223.0;154083.4129037712;0.0014472680465565028;0.0;1;0
526157192;Frontal pole, layer 5;1607.0;1120978.9961646153;0.0014335683411538362;0.00026712839051652303;3;0
526157196;Frontal pole, layer 6a;424.0;408609.6484861862;0.00103766516911882;0.00029180602645297477;4;5
526322264;Frontal pole, layer 6b;2.0;6124.3864533449;0.00032656332438128207;0.0;1;1
985;Primary motor area;0;0;0;0;0;0
320;Primary motor area, Layer 1;1475.0;5470056.838823107;0.00026964984888847135;0.0002939259237307152;22;31
943;Primary motor area, Layer 2/3;18860.0;15564032.122206518;0.0012117682520772265;0.0007343994408782982;21;32
648;Primary motor area, Layer 5;14396.0;14172159.160112869;0.0010157944062974627;0.0006777615772203341;21;33
844;Primary motor area, Layer 6a;12470.0;12812276.157873938;0.0009732852965658574;0.0005574638296828504;20;32
882;Primary motor area, Layer 6b;172.0;853495.2591900248;0.00020152425938865746;0.00037642801084278765;18;27
993;Secondary motor area;0;0;0;0;0;0
656;Secondary motor area, layer 1;2438.0;7933160.221582221;0.0003073176302890496;0.0002770969845980229;22;31
962;Secondary motor area, layer 2/3;16495.0;13697727.741996033;0.0012042143274192678;0.0005655494879508016;22;32
767;Secondary motor area, layer 5;22412.0;17245091.64111514;0.0012996161729037206;0.0004797167374686594;23;33
1021;Secondary motor area, layer 6a;11125.0;9864221.715468511;0.0011278132549022502;0.00046393726632114264;21;35
1085;Secondary motor area, layer 6b;189.0;315492.72407371335;0.0005990629437014879;0.0006559445012372401;19;31
353;Primary somatosensory area, nose;0;0;0;0;0;0
558;Primary somatosensory area, nose, layer 1;806.0;2106586.544840732;0.00038260948830893507;0.0001795065800608025;10;12
838;Primary somatosensory area, nose, layer 2/3;4756.0;2985017.3841746547;0.0015932905534200147;0.0004778390613437292;10;12
654;Primary somatosensory area, nose, layer 4;6952.0;2283197.6947605372;0.0030448524085117073;0.0005815904431056628;10;12
702;Primary somatosensory area, nose, layer 5;3005.0;2123388.8579649925;0.0014151906226351416;0.0005673185739629846;10;12
889;Primary somatosensory area, nose, layer 6a;4439.0;2873136.526968443;0.0015450014151202763;0.00042604145619624283;7;12
929;Primary somatosensory area, nose, layer 6b;63.0;189678.7911434189;0.00033214045503044553;0.000264738890348661;7;10
329;Primary somatosensory area, barrel field;0;0;0;0;0;0
981;Primary somatosensory area, barrel field, layer 1;1570.0;2861883.602501835;0.0005485897464968593;0.000171846689590537;12;23
201;Primary somatosensory area, barrel field, layer 2/3;9793.0;4807699.762817397;0.0020369408413850555;0.0002142674131712947;12;22
1047;Primary somatosensory area, barrel field, layer 4;11957.0;3989296.021393642;0.0029972706803098755;0.0004410667064550605;11;21
1070;Primary somatosensory area, barrel field, layer 5;6192.0;3769894.0169981183;0.0016424864922145875;0.000512083088495239;11;20
1038;Primary somatosensory area, barrel field, layer 6a;7829.0;4233765.237572372;0.0018491814167025296;0.00024920093479025176;10;19
1062;Primary somatosensory area, barrel field, layer 6b;207.0;485101.647657531;0.0004267146916518753;0.00033929977109387147;9;18
337;Primary somatosensory area, lower limb;0;0;0;0;0;0
1030;Primary somatosensory area, lower limb, layer 1;387.0;1174010.6678146797;0.00032963925338120426;0.00030520762184890797;10;16
113;Primary somatosensory area, lower limb, layer 2/3;4633.0;2280625.91498621;0.002031459859136089;0.000666852814027978;11;15
1094;Primary somatosensory area, lower limb, layer 4;2913.0;918672.5199188201;0.003170879651714641;0.0003656504641842234;10;15
