id;name;tot_objects;tot_area;avrg_density;densities_stdev;slices_count;ideal_count
997;root;1146.0;19118266.31394822;5.994267373312539e-05;3.424290280593529e-05;42;30
184;Frontal pole, cerebral cortex;0;0;0;0;0;0
68;Frontal pole, layer 1;0;0;0;0;0;0
667;Frontal pole, layer 2/3;0;0;0;0;0;0
526157192;Frontal pole, layer 5;390.0;1181850.7667653114;0.00032999090153100957;0.00012182772191179675;5;0
526157196;Frontal pole, layer 6a;360.0;630444.0094081638;0.0005710261254412647;0.0002589177111114352;6;5
526322264;Frontal pole, layer 6b;1.0;1944.1168660800004;0.0005143723700192672;0.0;1;1
985;Primary motor area;0;0;0;0;0;0
320;Primary motor area, Layer 1;607.0;5714529.527750883;0.00010622046785344064;0.00010501700209529405;23;31
943;Primary motor area, Layer 2/3;8409.0;15529182.089795375;0.0005414966449215487;0.0002445287972549981;24;32
648;Primary motor area, Layer 5;6302.0;13443445.58020493;0.0004687786298833616;0.00016441242614261117;23;33
844;Primary motor area, Layer 6a;8567.0;12352513.853860745;0.000693543039202697;0.00019508131282822987;21;32
882;Primary motor area, Layer 6b;336.0;881217.7403294494;0.0003812905535405858;0.00014470231655341865;20;27
993;Secondary motor area;0;0;0;0;0;0
656;Secondary motor area, layer 1;1033.0;9108532.73043021;0.0001134101430572792;9.501588491054418e-05;23;31
962;Secondary motor area, layer 2/3;7296.0;16097345.011986205;0.0004532424443016748;0.00013597574414291535;23;32
767;Secondary motor area, layer 5;9358.0;20922822.44175544;0.0004472627928689174;0.00019346216779388427;24;33
1021;Secondary motor area, layer 6a;6202.0;9940927.715835396;0.0006238854337629402;0.0002176168401424273;25;35
1085;Secondary motor area, layer 6b;195.0;304653.0189789097;0.0006400724360243392;0.0003646859501501428;20;31
353;Primary somatosensory area, nose;0;0;0;0;0;0
558;Primary somatosensory area, nose, layer 1;309.0;1456896.3396632408;0.00021209470542799555;9.792916701617472e-05;10;12
838;Primary somatosensory area, nose, layer 2/3;1338.0;2188248.326409088;0.0006114479713532586;0.0001553945082010264;9;12
654;Primary somatosensory area, nose, layer 4;2908.0;1832906.3562827013;0.0015865513205473767;0.0002972331747126819;9;12
702;Primary somatosensory area, nose, layer 5;832.0;1944210.5934580204;0.00042793718067351156;0.0001626312823459241;10;12
889;Primary somatosensory area, nose, layer 6a;3133.0;2893822.0236286325;0.0010826512392325552;0.00019264320707834128;10;12
929;Primary somatosensory area, nose, layer 6b;126.0;230058.4160079431;0.0005476869839686702;0.0003081288656138723;9;10
329;Primary somatosensory area, barrel field;0;0;0;0;0;0
981;Primary somatosensory area, barrel field, layer 1;1349.0;5722080.01406182;0.00023575343173896167;0.00013477468527373895;22;23
201;Primary somatosensory area, barrel field, layer 2/3;8975.0;10024249.18483311;0.0008953289004007757;0.0001896431690300744;22;22
1047;Primary somatosensory area, barrel field, layer 4;13890.0;8469022.818693746;0.001640094766227396;0.00032556195581774796;22;21
1070;Primary somatosensory area, barrel field, layer 5;4684.0;8219294.416742099;0.0005698786005838939;0.00013334560598078884;21;20
1038;Primary somatosensory area, barrel field, layer 6a;8308.0;9196396.991537198;0.0009033972769602347;0.0002736115341713659;21;19
1062;Primary somatosensory area, barrel field, layer 6b;539.0;1019328.0657045244;0.0005287797110025238;0.00025665978054669944;21;18
337;Primary somatosensory area, lower limb;0;0;0;0;0;0
1030;Primary somatosensory area, lower limb, layer 1;395.0;1253800.5552537404;0.0003150421319761348;0.0002805288483972813;12;16
113;Primary somatosensory area, lower limb, layer 2/3;2451.0;2890676.8337748223;0.0008478983092687447;0.0003930736301612364;13;15
